condition,replication,topic,conflict_type,word_count,num_turns,negative_words,positive_words,conflict_phrases,resolution_phrases,negativity_pct,positivity_pct,sentiment_ratio,sarah_negativity,david_negativity
destructive_witnessed,60,extended family,destructive,3212,34,85.0,14.0,15.0,2.0,2.5140490979000294,0.4140786749482402,-0.7171717171717171,2.9213483146067416,2.248289345063539
destructive_involved,60,cleaning responsibilities,destructive,1249,16,30.0,17.0,4.0,3.0,2.26928895612708,1.2859304084720122,-0.2765957446808511,1.6722408026755853,2.4437927663734116
destructive_involved,60,extracurricular activities,destructive,1232,16,36.0,12.0,5.0,1.0,2.7480916030534353,0.9160305343511451,-0.5,1.1961722488038278,3.4753363228699556
destructive_involved,60,respect,destructive,1541,20,29.0,15.0,4.0,1.0,1.7672151127361364,0.9140767824497258,-0.3181818181818182,0.9615384615384616,2.140945584299732
destructive_involved,60,laundry,destructive,1191,17,27.0,11.0,7.0,0.0,2.1343873517786562,0.8695652173913043,-0.42105263157894735,1.4198782961460445,2.5906735751295336
destructive_chronic_mixed,60,child's behavior,destructive,15538,36,364.0,172.0,14.0,4.0,2.190000601648517,1.0348354491306178,-0.3582089552238806,2.2637712752578185,2.0025564550489987
destructive_chronic_mixed,60,communication patterns,destructive,7793,36,126.0,72.0,16.0,4.0,1.5246853823814135,0.8712487899322363,-0.2727272727272727,1.4271653543307088,1.6190476190476188
destructive_chronic_mixed,60,communication,destructive,15926,40,303.0,35.0,14.0,3.0,1.8442997139205064,0.21303792074989347,-0.7928994082840237,1.6293279022403258,1.911847052235821
destructive_chronic_mixed,60,household chores,destructive,4054,30,99.0,38.0,12.0,3.0,2.344304996448023,0.8998342410608573,-0.44525547445255476,2.1929824561403506,2.521873391662378
destructive_chronic_mixed,60,weekend plans,destructive,4918,36,105.0,31.0,15.0,3.0,2.0262446931686604,0.5982246236974141,-0.5441176470588235,1.938534278959811,2.0867297032931202
destructive_chronic_mixed,60,appreciation,destructive,4845,40,100.0,24.0,15.0,1.0,1.9627085377821394,0.47105004906771347,-0.6129032258064516,1.8233387358184763,2.0936429387133613
destructive_chronic_mixed,60,financial planning,destructive,4174,38,65.0,15.0,13.0,1.0,1.5123313168915775,0.3489995346672871,-0.625,1.4866204162537164,1.5350877192982455
destructive_chronic_mixed,60,extended family,destructive,6069,30,111.0,33.0,14.0,3.0,1.7305893358278763,0.5144995322731525,-0.5416666666666666,1.8836097835254428,1.5400770038501925
destructive_chronic_mixed,60,visiting relatives,destructive,5507,38,115.0,53.0,15.0,3.0,1.9820751465012065,0.9134781109962082,-0.36904761904761907,1.699604743083004,2.2004889975550124
destructive_chronic_mixed,60,emotional support,destructive,8696,40,162.0,110.0,14.0,4.0,1.772622825254404,1.203632782580151,-0.19117647058823528,1.9281754639672208,1.6432865731462927
destructive_chronic_mixed,60,exercise,destructive,4188,36,98.0,46.0,14.0,3.0,2.2267666439445577,1.0452169961372415,-0.3611111111111111,2.345215759849906,2.1154693697664166
destructive_chronic_mixed,60,budget,destructive,7192,38,128.0,23.0,15.0,2.0,1.6753926701570683,0.3010471204188481,-0.695364238410596,1.5599784830554062,1.7848036715961242
destructive_chronic_mixed,60,yard work,destructive,4484,40,90.0,35.0,11.0,2.0,1.9263698630136987,0.7491438356164383,-0.44,1.7303532804614274,2.212855637513172
destructive_chronic_mixed,60,parenting styles,destructive,5317,30,101.0,56.0,15.0,3.0,1.7926872559460418,0.9939652112176074,-0.28662420382165604,1.7493638676844785,1.8473895582329318
destructive_chronic_mixed,60,budget,destructive,2991,32,70.0,20.0,13.0,3.0,2.237851662404092,0.639386189258312,-0.5555555555555556,2.3270440251572326,2.1456436931079326
destructive_chronic_mixed,60,family time,destructive,11827,34,371.0,79.0,16.0,2.0,2.9198803714780417,0.6217535022823862,-0.6488888888888888,3.02352815926754,2.626018714156354
destructive_chronic_mixed,60,investments,destructive,4337,32,88.0,23.0,15.0,2.0,1.9460415745245467,0.508624502432552,-0.5855855855855856,2.0107896027464442,1.8928715263793798
destructive_chronic_mixed,60,quality time,destructive,3381,32,62.0,28.0,13.0,1.0,1.7357222844344906,0.7838745800671892,-0.37777777777777777,1.5366430260047281,1.9148936170212765
destructive_chronic_mixed,60,communication,destructive,5696,40,137.0,41.0,16.0,3.0,2.271973466003317,0.6799336650082919,-0.5393258426966292,2.4893547330494594,2.0490426603963723
